"","Language","InventoryID","iso","Latitude","Longitude","Source","Glottocode"
"5297","Tamambo",1409,"mla","-15.7","167.2","ANU",NA
"5298","Tamang",992,"tge","27.67","85.5","ANU",NA
"5299","Tamang_Eastern",1467,"taj","27.6","85.75","ANU",NA
"5300","Tamang_Western",1469,"tdg","27.98","85.17","ANU",NA
"5301","Tamari",2304,"tbz","10.183","1.101","ANU",NA
"5302","Tamasheq",2305,"taq","13.784","-11.599","ANU",NA
"5303","Tamazight",2,"tzm","33","-4","ANU",NA
"5304","Tambora",3231,"xxt","-8.33","118","ANU",NA
"5305","Tambotalo",3232,"tls","-15.53","167.17","ANU",NA
"5306","Tami",3233,"tmy","-6.75","147.8","ANU",NA
"5307","Tamil",506,"tam","11","78.5","ANU",NA
"5308","Tamil_Yerukala",3846,"yeu","16.684","81.05","ANU",NA
"5309","Tampuan",3847,"tpu","13.5","107.333","ANU",NA
"5310","Tampulma",2052,"tpm","10.42","-0.58","ANU",NA
"5311","Tanacross",710,"tcb","63.5","-143.5","ANU",NA
"5312","Tangam",3427,"adi-4","29","95.2","ANU",NA
"5313","Tangga",3234,"tgg","-3.5","153.25","ANU",NA
"5314","Tanggu",3235,"tgu","-4.47","144.92","ANU",NA
"5315","Tangkhul",3848,"nmf","35","94.5","ANU",NA
"5316","Tanglapui",1138,"tpg","-8.3","125","ANU",NA
"5317","Tangoa",3236,"tgp","-15.62","166.92","ANU",NA
"5318","Tangsa",3603,"nst","27.28","96.19","ANU",NA
"5319","Tangut",3849,"txg","40.349","102.744","ANU",NA
"5320","Tanima",3237,"tnx","-11.67","166.75","ANU",NA
"5321","Tanimuca-Retuar?",3909,"tnc","-0.503","-70.608","ANU",NA
"5322","Tanna",3238,"nwi","-19.33","169.17","ANU",NA
"5323","Tanna_North",3239,"tnn","-19.33","169.08","ANU",NA
"5324","Tao-Suamoto",3240,"tsx","-7.5","143","ANU",NA
"5325","Taos",3612,"twf-2","36.5","-105.5","ANU",NA
"5326","Tapachulteco",3613,"qcs","15","-92.3","ANU",NA
"5327","Tapayuna",3910,"suy","-10.061","-52.997","ANU",NA
"5328","Tape",3241,"mrs","-16.08","167.33","ANU",NA
"5329","Tapiet?",4025,"tpj","-22.7","-64","ANU",NA
"5330","Tapirap?",4026,"taf","-10.257","-51.014","ANU",NA
"5331","Tarahumara",1194,"tar","27.5","-107.5","ANU",NA
"5332","Tarangan_West",3337,"txn","-6.5","134.17","ANU",NA
"5333","Taraon",3426,"tro","28.2","96.25","ANU",NA
"5334","Tariana",110,"tae","0.3","-69.7","ANU",NA
"5335","Tarok",2053,"yer","9","10.08","ANU",NA
"5336","Tarok",2307,"kmm","24.35","93.7","ANU",NA
"5337","Tarpia",3242,"tpf","-2.63","140.33","ANU",NA
"5338","Tashelhiyt",5,"shi","31","-5","ANU",NA
"5339","Tasmate",3243,"tmt","-15.25","166.5","ANU",NA
"5340","Tatana",264,"txx","5.5","115.5","ANU",NA
"5341","Tatar",83,"tat","56","49.5","ANU",NA
"5342","Tataviam",3614,"xxx-49","34.25","-118.25","ANU",NA
"5343","Tati",597,"tks","36","49.67","ANU",NA
"5344","Tatuyo",3615,"tav","0.45","-70.65","ANU",NA
"5345","Tauade",3244,"ttd","-8.34","147.283","ANU",NA
"5346","Tauaih",3850,"tth","16","107","ANU",NA
"5347","Taulil",3245,"tuh","-4.42","152.08","ANU",NA
"5348","Tause",1389,"tad","-2.833","137","ANU",NA
"5349","Taushiro",3911,"trr","-3.746","-74.564","ANU",NA
"5350","Tausug",1418,"tsg","6","121","ANU",NA
"5351","Tauya",1126,"tya","-5.75","145.3","ANU",NA
"5352","Tawala",382,"tbo","-10.333","150.5","ANU",NA
"5353","Tawang Monpa",2032,"twn","27.58","91.88","ANU",NA
"5354","Tawoyan",3246,"twy","-1","115.33","ANU",NA
"5355","Tboli",406,"tbl","6.167","124.5","ANU",NA
"5356","Tee",2308,"tkq","4.602","7.42","ANU",NA
"5357","Tegali",2309,"ras","11.863","31.051","ANU",NA
"5358","Tegem",2310,"laf","10.228","30.926","ANU",NA
"5359","Tehit",3247,"kps","-1.25","132","ANU",NA
"5360","Tehit Imyan",1278,"kps-2","-1.75","132.167","ANU",NA
"5361","Tehuelche",3616,"teh","-45","-68","ANU",NA
"5362","Teiwa",1320,"twe","-8.333","124.2","ANU",NA
"5363","Teke",2311,"ebo","-2.05","14.35","ANU",NA
"5364","Teke_South",2312,"ifm","-2.75","13.9","ANU",NA
"5365","Tela-Masbuar",3248,"tvm","-8.03","129.42","ANU",NA
"5366","Telefol",1134,"tlf","-4.917","141.75","ANU",NA
"5367","Telugu",502,"tel","16","79","ANU",NA
"5368","Temb?",4027,"tqb","-4.785","-45.696","ANU",NA
"5369","Temein",898,"teq","11.92","29.42","ANU",NA
"5370","Temiar",232,"tea","4.833","101.333","ANU",NA
"5371","Temne",843,"tem","8.67","-13.08","ANU",NA
"5372","Temoq",3851,"tmo","3.25","103","ANU",NA
"5373","Tengger",1300,"tes","-7.95","112.95","ANU",NA
"5374","Tenharim",4028,"pah","-7.249","-61.361","ANU",NA
"5375","Teochew",3852,"nan-4","23.65","116.625","ANU",NA
"5376","Teop",383,"tio","-5.667","155.083","ANU",NA
"5377","Tepantlali South Highland Mixe",3618,"mxp-2","17.02","-96.08","ANU",NA
"5378","Tepuxtepec South Highland Mixe",3619,"mxp-3","16.95","-96.05","ANU",NA
"5379","Tera",13,"ttr","11","11.83","ANU",NA
"5380","Terena",3930,"ter","-20","-56","ANU",NA
"5381","Teribe",478,"tfr","9","-83","ANU",NA
"5382","Ternate",1215,"tft","0.833","127.333","ANU",NA
"5383","Ternate Malay",1549,"max","0.786","127.377","ANU",NA
"5384","Ter?na",1558,"ter","-20","-56","ANU",NA
"5385","Tetela",2313,"tll","-4.028","24.391","ANU",NA
"5386","Tetun",279,"tet","-9.333","125.083","ANU",NA
"5387","Teun",3249,"tve","-6.67","129.48","ANU",NA
"5388","Teushen",4029,"teh-2","-49.004","-67.947","ANU",NA
"5389","Thadou",1020,"tcz","24.417","93.917","ANU",NA
"5390","Thai",1055,"tha","15.583","100.333","ANU",NA
"5391","Thai_Northern",3853,"nod","18","99","ANU",NA
"5392","Thai_Nua",3854,"tdd-2","18","102","ANU",NA
"5393","Thakali",993,"ths","29","83.75","ANU",NA
"5394","Thangmi",994,"thf","27.75","86","ANU",NA
"5395","Thao",3250,"ssf","23.88","120.92","ANU",NA
"5396","Tharaka",2314,"thk","0","38","ANU",NA
"5397","Tharrkari",157,"dhr","-23.5","115","ANU",NA
"5398","Thavung",3855,"thm","17.5","103.5","ANU",NA
"5399","Thawa",2448,"xtv","-37","149.918","ANU",NA
"5400","Themchen",1484,"adx-2","36.6","101.75","ANU",NA
"5401","Thompson",955,"thp","49","-122","ANU",NA
"5402","Thracian",4110,"txh","44","28","ANU",NA
"5403","Thulung",1283,"tdh","27.6","86.75","ANU",NA
"5404","Tiale",3251,"mnl","-15.25","166.83","ANU",NA
"5405","Tibetan_Gagatang",3946,"khg-3","27.29","99.17","ANU",NA
"5406","Ticuna",1061,"tca","-3.5","-68","ANU",NA
"5407","Tidore",1216,"tvo","0","127.75","ANU",NA
"5408","Tifal",3252,"tif","-5","141.33","ANU",NA
"5409","Tigak",384,"tgc","-2.75","150.917","ANU",NA
"5410","Tigak_Islands",3253,"tgc-2","-2.75","150.58","ANU",NA
"5411","Tigak_South",3254,"tgc-3","-2.75","151.08","ANU",NA
"5412","Tigak_West",3255,"tgc-4","-2.8","150.83","ANU",NA
"5413","Tigrinya",37,"tir","14.5","38.5","ANU",NA
"5414","Tigr?",36,"tig","16.5","38.5","ANU",NA
"5415","Tigwa Manobo",3256,"mbt","7.67","125.17","ANU",NA
"5416","Tii",4180,"txq","-10.89","122.95","ANU",NA
"5417","Tikar",788,"tik","6","11.5","ANU",NA
"5418","Tikopia",3257,"tkp","-12.67","168.83","ANU",NA
"5419","Tillamook",3620,"til","45.33","-123.75","ANU",NA
"5420","Timbe",3258,"tim","-6.08","147.08","ANU",NA
"5421","Timucua",1063,"xxx-29","30.25","-82.5","ANU",NA
"5422","Timugon",265,"tih","5","116","ANU",NA
"5423","Tindal",3259,"dtp-2","6","116.5","ANU",NA
"5424","Tindi",3856,"tin","42.45","46.14","ANU",NA
"5425","Tinigua",3912,"tit","2.345","-73.304","ANU",NA
"5426","Tinputz",3260,"tpz","-5.67","155","ANU",NA
"5427","Tirax",3261,"xxx-57","-16","167.25","ANU",NA
"5428","Tiri",385,"cir","-21.667","165.75","ANU",NA
"5429","Tiri-2",2725,"cir-2","-23","166.83","ANU",NA
"5430","Tiriy?",466,"tri","2.5","-56.33","ANU",NA
"5431","Tiro",2315,"tic","11.051","30.488","ANU",NA
"5432","Tiruray",2054,"tiy","6.75","124.17","ANU",NA
"5433","Tiruray",3262,"iii","27","101","ANU",NA
"5434","Tiv",789,"tiv","7.5","9","ANU",NA
"5435","Tiwa",1435,"lax","26.5","92.5","ANU",NA
"5436","Tiwa_Southern",3923,"tix","34.9","-106.675","ANU",NA
"5437","Tiwi",218,"tiw","-11.5","131","ANU",NA
"5438","Tlahuitoltepec South Highland Mixe",3621,"mxp","17.1","-96.06","ANU",NA
"5439","Tlapanec",1044,"tpx","17.08","-99","ANU",NA
"5440","Tlingit",711,"tli","57","-133","ANU",NA
"5441","T?batulabal",1427,"tub","36","-118.33","ANU",NA
"5442","T?mpisa",1189,"par","37","-117","ANU",NA
"5443","Toaripi",2055,"tqo","-8.33","146.25","ANU",NA
"5444","Toba",526,"tob","-26.5","-59","ANU",NA
"5445","Toba_Batak",421,"bbc","2.5","99.5","ANU",NA
"5446","Tobati",386,"tti","-2.583","140.867","ANU",NA
"5447","Tobelo",1217,"tlb","0.75","127.75","ANU",NA
"5448","Tobo",3264,"tbv","-6.33","147.33","ANU",NA
"5449","Tocharian",1337,"xxx-30","41","85","ANU",NA
"5450","Tocho",2316,"taz","10.904","30.201","ANU",NA
"5451","Toda",3857,"tcx","11.417","76.75","ANU",NA
"5452","Tofa",3858,"kim","53.75","98","ANU",NA
"5453","Tohoku",4096,"jpn-2","40.82","140.75","ANU",NA
"5454","Tojolabal",685,"toj","16.33","-91.5","ANU",NA
"5455","Tok Pisin",1239,"tpi","-5","152","ANU",NA
"5456","Tokelauan",387,"tkl","-9","-172.5","ANU",NA
"5457","Tokodede",3265,"tkd","-8.67","125.33","ANU",NA
"5458","Tol",1064,"jic","14.75","-85","ANU",NA
"5459","Tolaki",412,"lbw","-4","122.25","ANU",NA
"5460","Tolo",3266,"tlr-2","-9.83","160.33","ANU",NA
"5461","Tolomako",3267,"tlm","-15.17","166.75","ANU",NA
"5462","Tolowa",3622,"tol","41.83","-124.12","ANU",NA
"5463","Tomadino",3268,"tdi","-2.58","121.95","ANU",NA
"5464","Tombonuwo",3269,"txa","6.33","117.5","ANU",NA
"5465","Tombulu",3270,"tom","1.33","124.67","ANU",NA
"5466","Tonda",3271,"bfh","-8.542","141.2","ANU",NA
"5467","Tondano",413,"tdn","1.25","125","ANU",NA
"5468","Tonga",790,"toi","-17","27","ANU",NA
"5469","Tongan",389,"ton","-21.167","-175.25","ANU",NA
"5470","Tonkawa",1065,"tqw","30","-95","ANU",NA
"5471","Tonsawang",3272,"tnw","1.081","124.71","ANU",NA
"5472","Tonsea",3273,"txs","1.33","125","ANU",NA
"5473","Tontemboan",3274,"tnt","1.08","124.5","ANU",NA
"5474","Topoiyo",3275,"toy","-2.17","119.5","ANU",NA
"5475","Toqabaqita",390,"mlu","-8.333","160.667","ANU",NA
"5476","Toraja Kesu'",3276,"sda","-3.08","119.83","ANU",NA
"5477","Toratan",414,"rth","1.083","124.833","ANU",NA
"5478","Torau",3277,"ttu","-6.08","155.5","ANU",NA
"5479","Torﬂ",3913,"trz","-8","-61.502","ANU",NA
"5480","Torwali",586,"trw","34.25","72","ANU",NA
"5481","Totoli",3278,"txe","1.08","120.83","ANU",NA
"5482","Totonac",1073,"tlc","20.5","-97.2","ANU",NA
"5483","Totontepec North Highland Mixe",3623,"mto","17.25","-96.05","ANU",NA
"5484","Touo",1238,"tqu","-8.667","157.5","ANU",NA
"5485","Trimuris",3279,"tip","-2.05","137.95","ANU",NA
"5486","Trinitario",4030,"trn","-14.801","-64.904","ANU",NA
"5487","Trondheim",4159,"nob-2","63.42","10.39","ANU",NA
"5488","Trumai",1142,"tpy","-13.5","-53","ANU",NA
"5489","Tsafiki",445,"cof","-0.25","-79.33","ANU",NA
"5490","Tsakhur",724,"tkr","41.65","47.16","ANU",NA
"5491","Tsat",1545,"huq","18.25","109.5","ANU",NA
"5492","Tsez",717,"ddo","42.2","45.95","ANU",NA
"5493","Tshangla",996,"tsj","27.07","92","ANU",NA
"5494","Tsoa",2317,"hio","-22.582","26.03","ANU",NA
"5495","Tsonga",2318,"tso","-24.506","31.514","ANU",NA
"5496","Tsou",438,"tsu","23.5","120.75","ANU",NA
"5497","Tsova-Tush",728,"bbl","42.5","45.5","ANU",NA
"5498","Tsum",1539,"ttz","28.51","85.08","ANU",NA
"5499","Tswa",2319,"tsc","-22.039","34.139","ANU",NA
"5500","Tswana",2320,"tsn","-24.654","25.927","ANU",NA
"5501","Tuamotuan",3280,"pmt","-17.33","-145.17","ANU",NA
"5502","Tubetube",3281,"tte","-10.75","151.17","ANU",NA
"5503","Tubu",889,"tuq","21","17","ANU",NA
"5504","Tubuai",3282,"aut-3","-17.5","-149.5","ANU",NA
"5505","Tucano",1149,"tuo","0.95","-70.1","ANU",NA
"5506","Tugun",280,"tzn","-7.833","126.667","ANU",NA
"5507","Tujia",1446,"tji","27.5","109","ANU",NA
"5508","Tukang_Besi",415,"khc","-5.5","123.667","ANU",NA
"5509","Tulu",507,"tcy","12.75","75.333","ANU",NA
"5510","Tuma-Irumu",3283,"iou","-6.315","146.583","ANU",NA
"5511","Tumak",2321,"tmc","9.363","17.367","ANU",NA
"5512","Tumleo",391,"tmq","-3.083","142.417","ANU",NA
"5513","Tunebo",473,"tnd","6.75","-72.25","ANU",NA
"5514","Tunen",791,"baz","4.8","10.5","ANU",NA
"5515","Tungak",392,"lcm","-2","152","ANU",NA
"5516","Tunica",1151,"tun","32.67","-91","ANU",NA
"5517","Tunjung",3284,"tjg","-1.08","115.83","ANU",NA
"5518","Tuo",3285,"bzf-2","-3.5","143.58","ANU",NA
"5519","Tupar?",3914,"tpr","-11.599","-61.915","ANU",NA
"5520","Tura",2322,"neb","7.815","-7.171","ANU",NA
"5521","Turkana",884,"tuv","3","35","ANU",NA
"5522","Turkish",84,"tur","39","35","ANU",NA
"5523","Turkish_Crimean",77,"crh","45","34.083","ANU",NA
"5524","Turkish_Cypriot",3704,"tur-2","35","33","ANU",NA
"5525","Turkmen",85,"tuk","40","58","ANU",NA
"5526","Turkmen_Chagatay",3859,"tuk-2","40.052","66.087","ANU",NA
"5527","Turung",1284,"try","27.14","95.75","ANU",NA
"5528","Tuscarora",620,"tus","36","-77.5","ANU",NA
"5529","Tusya",2323,"wib","10.9","-4.45","ANU",NA
"5530","Tutchone",3625,"ttm","61.5","-137.5","ANU",NA
"5531","Tutsa",1519,"tvt","26.9","95.6","ANU",NA
"5532","Tutuba",3286,"tmi","-15.58","167.25","ANU",NA
"5533","Tuva",86,"tyv","52","95","ANU",NA
"5534","Tuvalu",393,"tvl","-10","180","ANU",NA
"5535","Tuyuca",1150,"tue","0.4","-70.2","ANU",NA
"5536","Twampa",2324,"udu","10","34","ANU",NA
"5537","Twana",3626,"twa","47.5","-123.5","ANU",NA
"5538","Twi",2325,"aka-3","5.5","-1.5","ANU",NA
"5539","Tyeraity",140,"woa","-13","130.333","ANU",NA
"5540","Tyurama",2326,"tuz","10.76","-5.012","ANU",NA
"5541","Tz'utujil",687,"tzj","14.5","-91.25","ANU",NA
"5542","Tzeltal_Aguacatenango",1426,"tzh","16.42","-92.5","ANU",NA
"5543","Tzotzil",686,"tzc","16.7","-92.7","ANU",NA
"5544","U",1536,"xxx-61","22.6","101.7","ANU",NA
"5545","Uab Meto",1304,"aoz","-9.67","124.25","ANU",NA
"5546","Uare",3287,"ksj","-9.75","147.58","ANU",NA
"5547","Ubykh",904,"uby","43.6","39.73","ANU",NA
"5548","Udi",725,"udi","41.08","47.47","ANU",NA
"5549","Udihe",72,"ude","47.667","136.25","ANU",NA
"5550","Udmurt",1457,"udm","56.83","53.19","ANU",NA
"5551","Ughele",3288,"nuf","25.85","98.85","ANU",NA
"5552","Ugong",3624,"ugo","14.5","99.9","ANU",NA
"5553","Uighur",87,"uig","40","80","ANU",NA
"5554","Ukrainian",616,"ukr","50","32","ANU",NA
"5555","Ukwuani",2327,"ukw","5.942","6.505","ANU",NA
"5556","Ulithian",3289,"uli","9.92","139.58","ANU",NA
"5557","Ulwa",4056,"sum-2","13","-83.8","ANU",NA
"5558","Uma",416,"ppk","-1.75","119.917","ANU",NA
"5559","Umanakaina",3290,"gdn","-9.83","149.67","ANU",NA
"5560","Umbrian",1570,"xum","41","13","ANU",NA
"5561","Umbugarla",2449,"umr","-13.33","132.25","ANU",NA
"5562","UMbundu",1481,"umb","-12.5","15","ANU",NA
"5563","UMbundu-2",2240,"umb-2","-12.1","15.072","ANU",NA
"5564","Umbuykamu",2450,"umg","-14","143.5","ANU",NA
"5565","Umotina",3915,"umo","-15.251","-57.309","ANU",NA
"5566","Umpila",2451,"ump","-13.08","143.5","ANU",NA
"5567","Una",1131,"mtg","-4.667","140","ANU",NA
"5568","Unaaliq",4059,"esu-3","63.478","-162.04","ANU",NA
"5569","Unua",3291,"onu","-16.25","167.55","ANU",NA
"5570","Uon_Nju±_Rolom",3860,"mng","12.167","108.417","ANU",NA
"5571","Ura",394,"uur","-18.8","168.833","ANU",NA
"5572","Ura",4183,"kjz-2","27.48","90.905","ANU",NA
"5573","Uradhi",193,"urf","-12","142.25","ANU",NA
"5574","Urak_Lawoi",436,"urk","7.25","99.25","ANU",NA
"5575","Urarina",1176,"ura","-4","-75","ANU",NA
"5576","Urartian",1567,"xur","38.5","43.37","ANU",NA
"5577","Urat",3293,"urt","-3.669","142.897","ANU",NA
"5578","Urdu",587,"urd","30.2","71.5","ANU",NA
"5579","Urhobo",2328,"urh","5.742","5.993","ANU",NA
"5580","Uri",3294,"uvh","-6.5","146.58","ANU",NA
"5581","Urim",3295,"uri","-3.67","142.67","ANU",NA
"5582","Uripiv",3296,"upv-2","-16","167.33","ANU",NA
"5583","Urningangk",2452,"urc","-12.67","133.33","ANU",NA
"5584","Uru",3936,"ure","-16.62","-68.96","ANU",NA
"5585","Uru-Eu-Wau-Wau",4032,"urz","-11.134","-63.75","ANU",NA
"5586","Uruangnirin",1274,"urn","-3.5","132.833","ANU",NA
"5587","Uruava",3297,"urv","-6.15","155.6","ANU",NA
"5588","Urubu-Kaapor",1161,"urb","-2","-47","ANU",NA
"5589","Urum",3862,"uum","48","37.75","ANU",NA
"5590","Usan",1127,"wnu","-4.833","145.333","ANU",NA
"5591","Usarufa",1102,"usa","-6.5","146.083","ANU",NA
"5592","Ute",1190,"ute","39","-109","ANU",NA
"5593","Utoro",2329,"nix","11.089","30.612","ANU",NA
"5594","Uvea_East",3298,"wls","-13.5","-176.5","ANU",NA
"5595","Uvea_West",3299,"uve","-20.33","166.5","ANU",NA
"5596","Uw Cuwa",3627,"tuf","6.658","-72.563","ANU",NA
"5597","Uzbek",88,"uzn","39","66","ANU",NA
"5598","V'?nen_Taut",353,"nmb","-16.083","167.25","ANU",NA
"5599","V?ro",3863,"est-2","57.8","27","ANU",NA
"5600","Vaghua",3300,"tva","-6.67","156.5","ANU",NA
"5601","Vai",852,"vai","7.3","-11.25","ANU",NA
"5602","Vaitupu",3301,"tvl-3","-7.5","179","ANU",NA
"5603","Valman",1071,"van","-3.25","142.5","ANU",NA
"5604","Valpei",3302,"vlp","-14.67","166.43","ANU",NA
"5605","Vangunu",3303,"mpr-2","-8.75","158","ANU",NA
"5606","Vano",944,"vnk","-11.667","166.75","ANU",NA
"5607","Varisi",3304,"vrs","-6.83","156.67","ANU",NA
"5608","Varsav",3305,"xxx-5","-15.6","167.03","ANU",NA
"5609","Venda",792,"ven","-22","30","ANU",NA
"5610","Vera'a",3306,"vlr","-13.87","167.42","ANU",NA
"5611","Vietnamese",258,"vie","21.5","106","ANU",NA
"5612","Vilela",4033,"vil","-27.299","-59.269","ANU",NA
"5613","Vinmavis",3307,"vnm","-16.25","167.33","ANU",NA
"5614","Volow",3308,"mlv-2","-13.65","167.71","ANU",NA
"5615","Vovo",3309,"brj-2","-15.97","167.23","ANU",NA
"5616","Vunapu",3310,"vnp","-14.75","166.58","ANU",NA
"5617","Vur?s",3311,"msn-2","-13.92","167.47","ANU",NA
"5618","Vute",2330,"vut","5.542","12.318","ANU",NA
"5619","Wa",3864,"wbm","22.5","99","ANU",NA
"5620","Wadyiginy",2453,"wdj-2","-12.83","130.75","ANU",NA
"5621","Waffa",3312,"waj","-6.668","146.111","ANU",NA
"5622","Wagarabai",3313,"sug","-4.574","141.192","ANU",NA
"5623","Wagaya",2454,"wga","-20","137","ANU",NA
"5624","Wagiman",229,"waq","-14","131.25","ANU",NA
"5625","Wahgi",1090,"wgi","-6.667","145.583","ANU",NA
"5626","Wai wai",467,"waw","1.5","-58.5","ANU",NA
"5627","Waia",3314,"knv","-8","143.33","ANU",NA
"5628","Waigali",1487,"wbk","35.2","70.99","ANU",NA
"5629","Wailaki",3628,"wlk","40.65","-124.31","ANU",NA
"5630","Wailapa",3315,"wlr","-15.62","166.98","ANU",NA
"5631","Waima'a",3316,"wmh","-8.5","126.33","ANU",NA
"5632","Waimiri-Atroar?",4034,"atr","-0.653","-60.26","ANU",NA
"5633","Wakasihu_Sowo Weisiho",3317,"alo-2","-3.87","128","ANU",NA
"5634","Wakhi",598,"wbl","36.5","72","ANU",NA
"5635","Wakka-wakka",2455,"wkw-2","-26","151.5","ANU",NA
"5636","Wala",3318,"lgl","-8.83","160.75","ANU",NA
"5637","Walak",3319,"wlw-2","-3.839","138.713","ANU",NA
"5638","Walapai",541,"yuf","35.5","-113.75","ANU",NA
"5639","Walloon",3926,"wln","50.5","5","ANU",NA
"5640","Walmatjarri",2456,"wmt","-20.116","127.461","ANU",NA
"5641","Wambaya",221,"wmb","-18.667","135.75","ANU",NA
"5642","Wambon",1082,"wms","-5.5","140.5","ANU",NA
"5643","Wambule",1415,"wme","27.12","86.45","ANU",NA
"5644","Wamin",2457,"wmi","-17.77","143.577","ANU",NA
"5645","Wampar",3320,"lbq","-6.637","146.663","ANU",NA
"5646","Wampur",3321,"waz","-6.368","146.15","ANU",NA
"5647","Wancho",3865,"nnp","27.5","96","ANU",NA
"5648","Wandamen",1288,"wad","-2.67","134.25","ANU",NA
"5649","Wangkajunga",2458,"mpj-4","-19","126","ANU",NA
"5650","Wangkangurru",2459,"wgg","-27","137","ANU",NA
"5651","Wangkumara",194,"nbx","-27.333","143","ANU",NA
"5652","Wano",3322,"wno","-3.5","137.5","ANU",NA
"5653","Wantoat",3323,"lhu-2","22.775","101","ANU",NA
"5654","Wantoat",2056,"wnc","-6.17","146.5","ANU",NA
"5655","Wanukaka",3324,"wnk","-9.75","119.42","ANU",NA
"5656","Wanyi",2460,"gbc-2","-18","138","ANU",NA
"5657","Wanyjirra",2461,"gue-2","-18.75","129","ANU",NA
"5658","Waorani",1205,"auc","-1","-76.5","ANU",NA
"5659","Wapishana",2057,"wap","2.67","-60","ANU",NA
"5660","Wappo",1206,"wao","38.5","-122.5","ANU",NA
"5661","Warao",1207,"wba","9","-62","ANU",NA
"5662","Waray-Waray",3325,"war","12","125","ANU",NA
"5663","Wardaman",230,"wrr","-15.5","131","ANU",NA
"5664","Warekana",111,"gae","2","-65","ANU",NA
"5665","Warembori",657,"wsa","-1.65","137.6","ANU",NA
"5666","Wari'",469,"pav","-11.5","-65","ANU",NA
"5667","Waris",2058,"wrs","-3.17","141","ANU",NA
"5668","Waritai",3327,"wbe","-3.25","138.5","ANU",NA
"5669","Warkai-Bipim",3328,"bgv","-5.75","138.58","ANU",NA
"5670","Warlmanpa",2462,"wrl","-17.5","133.5","ANU",NA
"5671","Warlpiri",195,"wbp","-20","132.333","ANU",NA
"5672","Warluwara",196,"wrb","-22","139","ANU",NA
"5673","Warnang",2331,"wrn","10.6","31.157","ANU",NA
"5674","Warndarang",133,"wnd","-14.417","135.583","ANU",NA
"5675","Warnman",2463,"wbt","-21.887","120.107","ANU",NA
"5676","Waropen",1250,"wrp","-2.333","136.667","ANU",NA
"5677","Warray",219,"wrz","-13.167","131.25","ANU",NA
"5678","Warrgamay",197,"wgy","-18.583","146.167","ANU",NA
"5679","Warriyangga",2464,"wri","-24.5","118.5","ANU",NA
"5680","Warrnambool",198,"xxx-31","-38.25","142.5","ANU",NA
"5681","Warrungu",2465,"wrg","-17.5","145","ANU",NA
"5682","Warrwa",144,"wwr","-17.5","123.5","ANU",NA
"5683","Waru",3329,"wru","-3.273","122.036","ANU",NA
"5684","Warumungu",1437,"wrm","-19.6","134.2","ANU",NA
"5685","Washkuk",963,"kmo","-4.083","142.667","ANU",NA
"5686","Washo",1208,"was","39.25","-120","ANU",NA
"5687","Waskia",1128,"wsk","-4.583","145.917","ANU",NA
"5688","Watam",660,"wax","-4","144.583","ANU",NA
"5689","Wathawurrung",199,"xxx-32","-38","144","ANU",NA
"5690","Watjarri",200,"wbv","-28.167","117.25","ANU",NA
"5691","Watubela",3330,"wah","-4.5","131.67","ANU",NA
"5692","Watut_Middle",3331,"mpl","-6.77","146.314","ANU",NA
"5693","Watut_North",3332,"una","-6.694","146.433","ANU",NA
"5694","Watut_South",3333,"mcy","-6.92","146.25","ANU",NA
"5695","Waunana",485,"noa","4","-77","ANU",NA
"5696","Waurﬂ",4035,"wau","-13","-53","ANU",NA
"5697","Wawonii",3334,"wow","-4.17","123.07","ANU",NA
"5698","Wayampi_Alto Jar?",4036,"oym","0.943","-53.157","ANU",NA
"5699","Wayampi_Ampari",4037,"oym-2","1.445","-54.169","ANU",NA
"5700","Wayana",4038,"way","1.217","-54.657","ANU",NA
"5701","Wayor?",4039,"wyr","-12.326","-62.618","ANU",NA
"5702","Wayuu",3630,"guc-2","12","-72","ANU",NA
"5703","Weh",3412,"weh","6.55","10.13","ANU",NA
"5704","Weining",4129,"hmd","26.85","104.3","ANU",NA
"5705","Weirate",3335,"tad-3","-2.95","136.252","ANU",NA
"5706","Welsh",558,"cym","52.3","-4","ANU",NA
"5707","Wembawemba",201,"xxx-33","-36","142","ANU",NA
"5708","Wenzhou",2501,"wuu-3","28","120.7","ANU",NA
"5709","Weri",3336,"wer","-7.75","147","ANU",NA
"5710","Werrgaia_Djadjala",2466,"xxx-85","-36","142.5","ANU",NA
"5711","Western Desert _Ooldea",2467,"xxx-86","-30.5","132","ANU",NA
"5712","Wetan",3339,"lex-2","-8","129.5","ANU",NA
"5713","Weyewa",3340,"wew","-9.58","119.33","ANU",NA
